source,index,text
unknown,15688," ""Y"" | 14.0"
unknown,15689,PARADISE | 14.0
unknown,15690,GLEASON | 14.0
unknown,15691,MORRIS | 14.0
unknown,15692,GRIGSBY | 5.0
unknown,15693,MUSTANG GULCH | 7.0
unknown,15694,BRIGHT | 9.0
unknown,15695,  | 14.0
unknown,15696,CAMEL CREEK | 9.0
unknown,15697,EVANOW | 2.0
unknown,15698,FOX RIDGE | 1.0
unknown,15699,FOX RIDGE | 1.0
unknown,15700,COON CREEK | 1.0
unknown,15701,DEER LICK | 1.0
unknown,15702,GRASS FIRE | 5.0
unknown,15703,SKRIBER MILL | 2.0
unknown,15704,WATT LAKE | 1.0
unknown,15705,STEELHEAD | 9.0
unknown,15706,SAINT CLAIR | 1.0
unknown,15707,DEAD HORSE | 1.0
unknown,15708,SERPENTINE | 1.0
unknown,15709,AHLGREN | 1.0
unknown,15710,FRANKIE | 1.0
unknown,15711,FEHELY | 5.0
unknown,15712,LOOKOUT SPRING | 5.0
unknown,15713,LITTLE DARBY | 14.0
unknown,15714,MUDSPRING | 1.0
unknown,15715,  | 14.0
unknown,15716,  | 14.0
unknown,15717,  | 14.0
unknown,15718,  | 14.0
unknown,15719,  | 14.0
unknown,15720,  | 1.0
unknown,15721,  | 9.0
unknown,15722,  | 1.0
unknown,15723,  | 9.0
unknown,15724,CASACCIA #6 | 14.0
unknown,15725,  | 9.0
unknown,15726,PINE MTN. | 14.0
unknown,15727,NORTH PEAK | 9.0
unknown,15728,ROSE | 9.0
unknown,15729,GUEJITO | 9.0
unknown,15730,  | 9.0
unknown,15731,SUTHERLAND | 9.0
unknown,15732,  | 1.0
unknown,15733,  | 3.0
unknown,15734,J. NIOS | 14.0
unknown,15735,RIDGEWOOD | 14.0
unknown,15736,  | 9.0
unknown,15737,  | 9.0
unknown,15738,STERLING | 14.0
unknown,15739,MCKINLEY | 14.0
unknown,15740,  | 14.0
unknown,15741,BARTLEY BROS. | 14.0
unknown,15742,BEEGUM | 14.0
unknown,15743,SUGAR LOAF MINE | 14.0
unknown,15744,  | 9.0
unknown,15745,DUNSMORE FIRE | 14.0
unknown,15746,  | 14.0
unknown,15747,  | 14.0
unknown,15748,  | 14.0
unknown,15749,HUME FIRE | 14.0
unknown,15750,  | 14.0
unknown,15751,  | 14.0
unknown,15752,STONE CYN 2 | 14.0
unknown,15753,BUCK MOUNTAIN #2 | 14.0
unknown,15754,COTHRIN | 14.0
unknown,15755,DON PEDRO R.I.ESCAPE | 14.0
unknown,15756,FISHER RANCH | 14.0
unknown,15757,L.J. GAMBLE | 14.0
unknown,15758,PEARSON LBR. CO. | 14.0
unknown,15759,SAM BABB | 14.0
unknown,15760,SAN ANTONIO | 14.0
unknown,15761,SHEEP RANCH | 14.0
unknown,15762,TEICHE | 14.0
unknown,15763,TURNER | 14.0
unknown,15764,GILL #3 | 14.0
unknown,15765,BARONA #2 | 14.0
unknown,15766,INDIAN | 14.0
unknown,15767,LAKE WOHLFORD | 14.0
unknown,15768,MELROSE | 14.0
unknown,15769,MOOSA | 14.0
unknown,15770,SINGING HILLS | 14.0
unknown,15771,  | 14.0
unknown,15772,CORNWELL | 14.0
unknown,15773,HILLTOP | 14.0
unknown,15774,POTRERO | 14.0
unknown,15775,SANDIA | 14.0
unknown,15776,IRVINE LAKE | 14.0
unknown,15777,CRAFTON | 14.0
unknown,15778,SHERWOOD/ZUMA | 14.0
unknown,15779,EUREKA CANYON | 14.0
unknown,15780,LA CONCHITA | 14.0
unknown,15781,BI BRUSH | 14.0
unknown,15782,SEXTON | 14.0
unknown,15783,BISHOPS | 14.0
unknown,15784,MALLORY #2 | 14.0
unknown,15785,PINK GOAT | 14.0
unknown,15786,PORTER | 14.0
unknown,15787,CORRAL DE TIERRA | 14.0
unknown,15788,  | 9.0
unknown,15789,OUTSIDE ORIGIN #42 | 9.0
unknown,15790,  | 1.0
unknown,15791,  | 9.0
unknown,15792,  | 9.0
unknown,15793,VANDEVENTER (BURNT VALLEY) | 14.0
unknown,15794,  | 14.0
unknown,15795,EAST HIGHLAND | 14.0
unknown,15796,  | 14.0
unknown,15797,  | 14.0
unknown,15798,  | 14.0
unknown,15799,  | 14.0
unknown,15800,  | 14.0
unknown,15801,STONE CYN | 14.0
unknown,15802,  | 14.0
unknown,15803,  | 14.0
unknown,15804,  | 14.0
unknown,15805,  | 14.0
unknown,15806,  | 14.0
unknown,15807,  | 14.0
unknown,15808,  | 14.0
unknown,15809,  | 14.0
unknown,15810,  | 14.0
unknown,15811,  | 14.0
unknown,15812,BOUQUET CYN FIRE | 14.0
unknown,15813,  | 14.0
unknown,15814,  | 14.0
unknown,15815,  | 14.0
unknown,15816,  | 14.0
unknown,15817,  | 14.0
unknown,15818,  | 14.0
unknown,15819,  | 14.0
unknown,15820,  | 14.0
unknown,15821,  | 14.0
unknown,15822,  | 14.0
unknown,15823,?JOLLEY? | 14.0
unknown,15824,OSBORN | 9.0
unknown,15825,NORTH  | 1.0
unknown,15826,PERRIN  | 9.0
unknown,15827,  | 1.0
unknown,15828,GRANITE # | 1.0
unknown,15829,HARBIN SPRINGS #2 | 14.0
unknown,15830,HEALY LOGGING CO. | 14.0
unknown,15831,HOG MT. R.I.ESCAPE | 14.0
unknown,15832,JACK ALBEE | 14.0
unknown,15833,LEGGETT DUMP | 14.0
unknown,15834,LOMBARDI | 14.0
unknown,15835,LUND (ASSIST) | 14.0
unknown,15836,  | 9.0
unknown,15837,  | 9.0
unknown,15838,PARKER | 14.0
unknown,15839,R. LLOYD | 14.0
unknown,15840,ROCKY RIDGE | 14.0
unknown,15841,ROLLERI | 14.0
unknown,15842,SAMUEL SPRINGS | 14.0
unknown,15843,STATE HWY 128 #2 | 14.0
unknown,15844,SWEDE'S FLAT | 14.0
unknown,15845,VENABLE | 14.0
unknown,15846,CLEVENGER CANYON | 14.0
unknown,15847,FALLBROOK DUMP | 14.0
unknown,15848,GOAT MTN. | 14.0
unknown,15849,HAIR PIN #2 | 14.0
unknown,15850,HARBISON CANYON #2 | 14.0
unknown,15851,OAKVALE LODGE | 14.0
unknown,15852,MCGEE | 9.0
unknown,15853,  | 9.0
unknown,15854,UNKNOWN | 14.0
unknown,15855,LYONS PEAK | 9.0
unknown,15856,  | 14.0
unknown,15857,  | 1.0
unknown,15858,  | 3.0
unknown,15859,  | 1.0
unknown,15860,FRENCH GULCH | 14.0
unknown,15861,JOHN CROWE | 14.0
unknown,15862,HIGHWAY 36 #1 | 14.0
unknown,15863,LONG | 14.0
unknown,15864,HIGHWAY 36 #1 | 14.0
unknown,15865,  | 14.0
unknown,15866,  | 14.0
unknown,15867,  | 14.0
unknown,15868,  | 14.0
unknown,15869,  | 14.0
unknown,15870,  | 14.0
unknown,15871,  | 14.0
unknown,15872,  | 14.0
unknown,15873,  | 14.0
unknown,15874,  | 14.0
unknown,15875,  | 14.0
unknown,15876,C. JOHNSON | 14.0
unknown,15877,C. DOW | 14.0
unknown,15878,CAMP BEALE #3 | 14.0
unknown,15879,CAMP BEALE #7 | 14.0
unknown,15880,CEMENT CREEK | 14.0
unknown,15881,COMANCHE | 14.0
unknown,15882,COUNTRY ROADSIDE #14 | 14.0
unknown,15883,E. PAYNE | 14.0
unknown,15884,FISHER RANCH | 14.0
unknown,15885,FLETCHER | 14.0
unknown,15886,GATES CANYON | 14.0
unknown,15887,DEE | 1.0
unknown,15888,HAYSTACK | 1.0
unknown,15889,NEWHALL | 14.0
unknown,15890,UNION LUMBER CO. #2 | 14.0
unknown,15891,WILSON PAGE | 14.0
unknown,15892,ALLISON | 14.0
unknown,15893,ANDERSONIA #3 | 14.0
unknown,15894,B.O.B. CO-OP ESCAPE | 14.0
unknown,15895,BROWN BAR CANYON | 14.0
unknown,15896,C. GARDNER | 14.0
unknown,15897,SMILEY | 14.0
unknown,15898,  | 14.0
unknown,15899,CITY CREEK | 14.0
unknown,15900,DEER | 14.0
unknown,15901,LONE PINE | 14.0
unknown,15902,BRIDGE | 14.0
unknown,15903,NWPRR #2 | 14.0
unknown,15904,  | 14.0
unknown,15905,  | 14.0
unknown,15906,EAST FK. ACCESS | 9.0
unknown,15907,RICHARDSON | 9.0
unknown,15908,HOFFMAN | 14.0
unknown,15909,HOUSTON | 14.0
unknown,15910,VENTU PARK | 14.0
unknown,15911,TORO CREEK | 14.0
unknown,15912,IRON SPRINGS | 14.0
unknown,15913,JESSUP | 14.0
unknown,15914,VENADOS | 14.0
unknown,15915,BURKETT | 14.0
unknown,15916,GOAT CANYON | 14.0
unknown,15917,PALE CANYON | 14.0
unknown,15918,PALOMA MT. | 14.0
unknown,15919,STONE CANYON | 14.0
unknown,15920,THE COTTONWOOD | 14.0
unknown,15921,BACKBONE | 14.0
unknown,15922,JACK | 14.0
unknown,15923,  | 9.0
unknown,15924,MARK | 9.0
unknown,15925,WELL RIG | 9.0
unknown,15926,GOOSE CREEK | 1.0
unknown,15927,FLOWERS | 2.0
unknown,15928,TISH TANG | 5.0
unknown,15929,GREGG | 3.0
unknown,15930,HANNEGAN | 2.0
unknown,15931,TITLOW | 2.0
unknown,15932,ULLATHORNE | 1.0
unknown,15933,RED CAP 55 | 1.0
unknown,15934,QUINN | 2.0
unknown,15935,WIRE GRASS | 2.0
unknown,15936,  | 14.0
unknown,15937,  | 14.0
unknown,15938,  | 9.0
unknown,15939,  | 1.0
unknown,15940,HOWARDS GULCH | 9.0
unknown,15941,WILLIAMS #2 | 9.0
unknown,15942,JACOBS LADDER | 1.0
unknown,15943,BLACK MTN | 1.0
unknown,15944,WEST FORK CLEAR | 1.0
unknown,15945,JUNIPER LODGE | 4.0
unknown,15946,CLAUSON | 2.0
unknown,15947,  | 9.0
unknown,15948,  | 1.0
unknown,15949,  | 1.0
unknown,15950,  | 14.0
unknown,15951,  | 14.0
unknown,15952,  | 14.0
unknown,15953,  | 14.0
unknown,15954,  | 14.0
unknown,15955,  | 14.0
unknown,15956,SAN YSIDRO | 14.0
unknown,15957,  | 14.0
unknown,15958,GILBERT | 14.0
unknown,15959,SUGARLOAF | 14.0
unknown,15960,  | 1.0
unknown,15961,U.S.F.S. #4 | 14.0
unknown,15962,BOLAM | 9.0
unknown,15963,MUD SPRINGS | 14.0
unknown,15964,ONEIL CREEK | 14.0
unknown,15965,P. LOPEZ | 14.0
unknown,15966,PALMER CREEK | 14.0
unknown,15967,  | 9.0
unknown,15968,  | 9.0
unknown,15969,  | 9.0
unknown,15970,CASPAR LUMBER CO. #4 | 14.0
unknown,15971,  | 1.0
unknown,15972,  | 1.0
unknown,15973,PUDDINGSTONE FIRE | 14.0
unknown,15974,  | 14.0
unknown,15975,  | 14.0
unknown,15976,HACIENDA FIRE | 14.0
unknown,15977,SIX MILE | 1.0
unknown,15978,JOHNSON | 14.0
unknown,15979,ROADSIDE #32 | 14.0
unknown,15980,WEST GRIDER | 2.0
unknown,15981,MCKINNEY CREEK | 1.0
unknown,15982,STERLING MTN | 1.0
unknown,15983,GRASSHOPPER RIDGE | 1.0
unknown,15984,TAYLOR CREEK | 1.0
unknown,15985,DUTCH CREEK | 1.0
unknown,15986,SNOWSLIDE | 3.0
unknown,15987,HAYES CREEK | 1.0
unknown,15988,KIDDER CREEK | 1.0
unknown,15989,OAK FLATS | 14.0
unknown,15990,  | 9.0
unknown,15991,SNOW TENT | 9.0
unknown,15992,PEACH TREE | 9.0
unknown,15993,REFUGIO | 9.0
unknown,15994,BEAR HOLE | 1.0
unknown,15995,FENCE CREEK  | 1.0
unknown,15996,64A | 5.0
unknown,15997,BEARDSLEY  | 5.0
unknown,15998,SENTINAL RIDGE | 1.0
unknown,15999,CONIFER T | 5.0
unknown,16000,TWIN SISTER | 9.0
unknown,16001,CASUSE RIDGE | 9.0
unknown,16002,LEACH RANCH | 9.0
unknown,16003,POLE # C2586 | 5.0
unknown,16004,NELSON | 2.0
unknown,16005,WATSON | 2.0
unknown,16006,CAROL | 9.0
unknown,16007,EAST FORK | 9.0
unknown,16008,GREEN GLADE | 3.0
unknown,16009,TIGER FORK | 2.0
unknown,16010,BALD HORNET | 2.0
unknown,16011,KIDDER CREEK | 14.0
unknown,16012,  | 14.0
unknown,16013,AIRPORT FIRE | 14.0
unknown,16014,CLOVERDALE #2 | 14.0
unknown,16015,OLINDA | 14.0
unknown,16016,PRIGMORE ESCAPE | 14.0
unknown,16017,MUTH #2 | 14.0
unknown,16018,OAK FLAT | 14.0
unknown,16019,  | 9.0
unknown,16020,  | 9.0
unknown,16021,ELLIOTTS CORNER | 9.0
unknown,16022,INDIAN VILLAGE FIRE | 14.0
unknown,16023,KERN COUNTY LAND CO. | 14.0
unknown,16024,BLUE GOAT | 9.0
unknown,16025,HEILMAN | 14.0
unknown,16026,DEVIL | 9.0
unknown,16027,SAN CLEMENTE | 9.0
unknown,16028,ARGYLE-ARMY | 14.0
unknown,16029,CABLE CANYON | 14.0
unknown,16030,PANORAMA | 14.0
unknown,16031,  | 9.0
unknown,16032,WOODWORTH | 14.0
unknown,16033,  | 9.0
unknown,16034,  | 9.0
unknown,16035,  | 1.0
unknown,16036,JAMESON | 14.0
unknown,16037,  | 14.0
unknown,16038,  | 14.0
unknown,16039,  | 14.0
unknown,16040,  | 14.0
unknown,16041,CAJON #2 | 14.0
unknown,16042,LYTLE CREEK | 14.0
unknown,16043,  | 1.0
unknown,16044,DUFRENE ESCAPE | 14.0
unknown,16045,HACKETT | 14.0
unknown,16046,HALLELUJAH | 14.0
unknown,16047,HANES | 14.0
unknown,16048,HOOVER RIDGE | 14.0
unknown,16049,I. ZUMWALT | 14.0
unknown,16050,ISABEL BURN ESCAPE | 14.0
unknown,16051,NICE | 14.0
unknown,16052,OMOHUNDRO | 14.0
unknown,16053,PERRY MOUNTAIN | 14.0
unknown,16054,PETERSON | 14.0
unknown,16055,PIUTE | 14.0
unknown,16056,POWER LINE #1 | 14.0
unknown,16057,ROSASCO ESCAPE | 14.0
unknown,16058,  | 4.0
unknown,16059,KAISER | 14.0
unknown,16060,LIGHTNING #5 | 14.0
unknown,16061,LUNEMAN #2 | 14.0
unknown,16062,MARCELINO | 14.0
unknown,16063,MIX CANYON | 14.0
unknown,16064,SULPHER MT. | 14.0
unknown,16065,MIRA MONTE | 14.0
unknown,16066,BALD ROCK #1 | 14.0
unknown,16067,BIDSTRUP ESCAPE | 14.0
unknown,16068,BOJOCK LBR. CO. #2 | 14.0
unknown,16069,BUCKHORN MT. | 14.0
unknown,16070,CALPELLA DUMP | 14.0
unknown,16071,CAMP BEALE #1 | 14.0
unknown,16072,CAMP NINE | 14.0
unknown,16073,CAPITAL LUMBER CO. | 14.0
unknown,16074,CHARLES | 14.0
unknown,16075,CORMAN ESTATE | 14.0
unknown,16076,COUNTY ROADSIDE #19 | 14.0
unknown,16077,COUNTY ROADSIDE #21 | 14.0
unknown,16078,COUNTY ROADSIDE #4 | 14.0
unknown,16079,CULL CANYON | 14.0
unknown,16080,DE LA BRIANDIAS #2 | 14.0
unknown,16081,DELL ORTO ESCAPE | 14.0
unknown,16082,S. O'KELL | 14.0
unknown,16083,SHEARER | 14.0
unknown,16084,STATE ROUTE 88 | 14.0
unknown,16085,SWEDES FLAT | 14.0
unknown,16086,U.S. RECLAMATION | 14.0
unknown,16087,UKIAH PINE | 14.0
unknown,16088,W. GROTHE | 14.0
unknown,16089,WHITE GULCH | 14.0
unknown,16090,ZWINGE | 14.0
unknown,16091,COARSEGOLD CREEK | 14.0
unknown,16092,DAVIS #2 | 14.0
unknown,16093,ELLIOTT | 14.0
unknown,16094,KIRK | 14.0
unknown,16095,NEWELL CREEK | 14.0
unknown,16096,RED MOUNTAIN | 14.0
unknown,16097,SMITH RANCH | 14.0
unknown,16098,WINFIELD | 14.0
unknown,16099,EL MONTE #2 | 14.0
unknown,16100,GOPHER CANYON | 14.0
unknown,16101,CEMETERY | 14.0
unknown,16102,PIGEON PASS | 14.0
unknown,16103,WIEGAND | 14.0
unknown,16104,KING | 9.0
unknown,16105,HOPPER | 9.0
unknown,16106,  | 9.0
unknown,16107,  | 9.0
unknown,16108,  | 14.0
unknown,16109,  | 9.0
unknown,16110,TWIN LAKES | 14.0
unknown,16111,  | 14.0
unknown,16112,  | 14.0
unknown,16113,  | 14.0
unknown,16114,  | 14.0
unknown,16115,  | 14.0
unknown,16116,PICO FIRE | 14.0
unknown,16117,  | 14.0
unknown,16118,SABLE FIRE | 14.0
unknown,16119,  | 14.0
unknown,16120,MINT CYN | 14.0
unknown,16121,  | 14.0
unknown,16122,  | 14.0
unknown,16123,  | 14.0
unknown,16124,  | 14.0
unknown,16125,MONROVIA PEAK | 14.0
unknown,16126,  | 14.0
unknown,16127,  | 14.0
unknown,16128,  | 9.0
unknown,16129,  | 9.0
unknown,16130,  | 9.0
unknown,16131,SAN YSIDRO | 9.0
unknown,16132,  | 9.0
unknown,16133,  | 9.0
unknown,16134,  | 14.0
unknown,16135,  | 14.0
unknown,16136,  | 14.0
unknown,16137,TWITCHELL | 14.0
unknown,16138,OMHELT LUMBER CO. | 14.0
unknown,16139,TASHALA ESCAPE | 14.0
unknown,16140,ROADSIDE #20 U.S. 101 | 14.0
unknown,16141,MYERS | 9.0
unknown,16142,BLACK HAWK MT. | 18.0
unknown,16143,BUFFORD MTN | 18.0
unknown,16144,  | 3.0
unknown,16145,  | 9.0
unknown,16146,  | 9.0
unknown,16147,  | 1.0
unknown,16148,LIEBRE | 14.0
unknown,16149,HIGHLAND  | 3.0
unknown,16150,BUCK MEADOWS | 5.0
unknown,16151,SPINNING WHEEL  | 15.0
unknown,16152,J.F. GOODWIN | 14.0
unknown,16153,BURNT PEAK | 14.0
unknown,16154,DAVIS RAN | 14.0
unknown,16155,ELLIOTT R | 14.0
unknown,16156,CHALONE CREEK CAMPGROUND | 14.0
unknown,16157,HURDY GURDY | 1.0
unknown,16158,COOPER CREEK | 1.0
unknown,16159,KNIGHT | 5.0
unknown,16160,SIMS | 1.0
unknown,16161,OAK KNOB | 1.0
unknown,16162,J. RUSS | 1.0
unknown,16163,GOOSE CREEK | 1.0
unknown,16164,BEAR CREEK | 1.0
unknown,16165,SIGNAL PEAK | 1.0
unknown,16166,GROUSE RIDGE | 1.0
unknown,16167,WHITES GULCH | 1.0
unknown,16168,MAJESTIC | 9.0
unknown,16169,BELL SWAMP | 1.0
unknown,16170,LONE PINE | 1.0
unknown,16171,STEELE CANYON #2 | 14.0
unknown,16172,  | 14.0
unknown,16173,  | 14.0
unknown,16174,  | 14.0
unknown,16175,  | 14.0
unknown,16176,  | 14.0
unknown,16177,BORY | 14.0
unknown,16178,BREAK | 14.0
unknown,16179,CONSOLE SPRINGS | 14.0
unknown,16180,MCKINLEY | 14.0
unknown,16181,RHINEHART | 14.0
unknown,16182,  | 14.0
unknown,16183,EDISON | 14.0
unknown,16184,HWY 126 | 14.0
unknown,16185,  | 14.0
unknown,16186,MUD | 9.0
unknown,16187,MOONEY | 14.0
unknown,16188,NEWKIRK | 14.0
unknown,16189,NORTHERN REDWOOD LMB | 14.0
unknown,16190,ORDNANCE BLM #4 | 14.0
unknown,16191,ORESTIMBA PEAK | 14.0
unknown,16192,P.G.&E. #4 | 14.0
unknown,16193,R. BUCKELY | 14.0
unknown,16194,RATTLESNAKE | 14.0
unknown,16195,ROADSIDE #1 | 14.0
unknown,16196,ROADSIDE #8 | 14.0
unknown,16197,MINGO | 1.0
unknown,16198,SHANNON | 2.0
unknown,16199,SURVEYOR SPRINGS | 1.0
unknown,16200,SOUTH FORK | 1.0
unknown,16201,BLACK LASSICS | 1.0
unknown,16202,BUCK MTN. | 1.0
unknown,16203,WINDY NIP | 1.0
unknown,16204,KRELLWITZ | 1.0
unknown,16205,ROCK CREEK | 1.0
unknown,16206,  | 14.0
unknown,16207,  | 14.0
unknown,16208,  | 14.0
unknown,16209,  | 14.0
unknown,16210,  | 14.0
unknown,16211,  | 14.0
unknown,16212,  | 14.0
unknown,16213,  | 14.0
unknown,16214,  | 14.0
unknown,16215,  | 14.0
unknown,16216,  | 14.0
unknown,16217,  | 14.0
unknown,16218,FERNDELL FIRE | 14.0
unknown,16219,HOLLYRIDGE CYN DR | 14.0
unknown,16220,  | 14.0
unknown,16221,  | 14.0
unknown,16222,  | 14.0
unknown,16223,  | 14.0
unknown,16224,  | 14.0
unknown,16225,  | 14.0
unknown,16226,  | 14.0
unknown,16227,HALLELUJAH BLM #6 | 14.0
unknown,16228,HIGH MTN. | 14.0
unknown,16229,INDIAN CREEK | 14.0
unknown,16230,INDIAN PEAK | 14.0
unknown,16231,J. TUTEUR | 14.0
unknown,16232,L. ANDERSON | 14.0
unknown,16233,L.V. & J.D. MOSSMAN | 14.0
unknown,16234,LEON ETCHEPARE | 14.0
unknown,16235,PUEBLITOS CANYON | 14.0
unknown,16236,SAN FELIPE | 14.0
unknown,16237,SWYCAFFER | 14.0
unknown,16238,TUNNEL HILL | 14.0
unknown,16239,VICENTE | 14.0
unknown,16240,B. HICKEY | 14.0
unknown,16241,BALL | 14.0
unknown,16242,BAXTER | 14.0
unknown,16243,BEAUREGARD | 14.0
unknown,16244,BULLIS | 14.0
unknown,16245,CAMP BEALE #5 | 14.0
unknown,16246,CASSACIA #2 | 14.0
unknown,16247,S. SAMUELS | 14.0
unknown,16248,SAN JOAQUIN CO. | 14.0
unknown,16249,SIERRA RR #1 | 14.0
unknown,16250,STATE HIGHWAY 37 #3 | 14.0
unknown,16251,SUGAR LOAF | 14.0
unknown,16252,SUNSHINE VALLEY | 14.0
unknown,16253,T. VIEU | 14.0
unknown,16254,W.M ALDERSON #2 | 14.0
unknown,16255,LAMBERTSON | 14.0
unknown,16256,O'NEAL | 14.0
unknown,16257,RIVAS | 14.0
unknown,16258,SAM JONES | 14.0
unknown,16259,DEHESA | 9.0
unknown,16260,AQUEDUCT | 14.0
unknown,16261,COUSER | 14.0
unknown,16262,  | 9.0
unknown,16263,DEHESA #2 | 14.0
unknown,16264,HAMLET | 14.0
unknown,16265,IRON MOUNTAIN | 14.0
unknown,16266,LAZY A | 14.0
unknown,16267,MONTE | 14.0
unknown,16268,SHIELDS LEASE | 14.0
unknown,16269,RICE ROAD | 14.0
unknown,16270,  | 14.0
unknown,16271,CAMPODONICO | 14.0
unknown,16272,101 RANCH | 14.0
unknown,16273,BUENA VISTA | 14.0
unknown,16274,CASEY | 14.0
unknown,16275,KLONDIKE | 14.0
unknown,16276,ORRADRE | 14.0
unknown,16277,PANOCHE | 14.0
unknown,16278,SHADY REST | 14.0
unknown,16279,  | 14.0
unknown,16280,  | 9.0
unknown,16281,  | 9.0
unknown,16282,CALIENTE | 9.0
unknown,16283,BRONCO FLATS | 9.0
unknown,16284,VIEJAS | 14.0
unknown,16285,  | 14.0
unknown,16286,  | 14.0
unknown,16287,  | 14.0
unknown,16288,  | 14.0
unknown,16289,  | 14.0
unknown,16290,  | 14.0
unknown,16291,ARROWHEAD SPRINGS | 14.0
unknown,16292,  | 1.0
unknown,16293,  | 1.0
unknown,16294,  | 1.0
unknown,16295,MT.SHASTA | 14.0
unknown,16296,LIGHTNING STRIKE #19 | 14.0
unknown,16297,SAUNDERS | 14.0
unknown,16298,DELONG CREEK | 14.0
unknown,16299,  | 1.0
unknown,16300,  | 14.0
unknown,16301,  | 1.0
unknown,16302,  | 9.0
unknown,16303,  | 1.0
unknown,16304,PINOCHE | 14.0
unknown,16305,GOLD FIRE | 14.0
unknown,16306,MONROVIA PEAK  FIRE | 14.0
unknown,16307,  | 14.0
unknown,16308,GLEN OAKS FIRE | 14.0
unknown,16309,  | 14.0
unknown,16310,  | 14.0
unknown,16311,  | 14.0
unknown,16312,  | 14.0
unknown,16313,  | 14.0
unknown,16314,  | 14.0
unknown,16315,  | 14.0
unknown,16316,  | 14.0
unknown,16317,  | 14.0
unknown,16318,  | 14.0
unknown,16319,  | 14.0
unknown,16320,  | 14.0
unknown,16321,  | 14.0
unknown,16322,DUPREE | 9.0
unknown,16323,  | 9.0
unknown,16324,  | 9.0
unknown,16325,  | 9.0
unknown,16326,  | 9.0
unknown,16327,  | 9.0
unknown,16328,  | 9.0
unknown,16329,  | 9.0
unknown,16330,HIPASS | 9.0
unknown,16331,  | 9.0
unknown,16332,  | 14.0
unknown,16333,CHARLES | 14.0
unknown,16334,  | 14.0
unknown,16335,  | 14.0
unknown,16336,  | 14.0
unknown,16337,YELLOW BUTTE | 1.0
unknown,16338,MAXWELL | 5.0
unknown,16339,BOULDER RIDGE | 1.0
unknown,16340,LUMPIRE | 1.0
unknown,16341,SIX MILE | 1.0
unknown,16342,  | 1.0
unknown,16343,SHAKE | 14.0
unknown,16344,BARRETT | 14.0
unknown,16345,BIG DALTON | 9.0
unknown,16346,FISH FORK | 14.0
unknown,16347,  | 14.0
unknown,16348,?HOG? | 14.0
unknown,16349,SULPHUR | 14.0
unknown,16350,PINYON | 14.0
unknown,16351,MADDOCK | 14.0
unknown,16352,SHOVEL GRAVE | 1.0
unknown,16353,C-4 | 3.0
unknown,16354,HAYWARD  CREEK  | 1.0
unknown,16355,SAN DOMINGO  | 3.0
unknown,16356,GRANITE CREEK  | 5.0
unknown,16357,TUOLUMNE  | 1.0
unknown,16358,NORTH MT. RIDGE | 1.0
unknown,16359,14.0
unknown,16360,GRAVEL LAKE | 1.0
unknown,16361,HETCH HETCHY | 1.0
unknown,16362,  | 1.0
unknown,16363,MIDDLEFORK | 1.0
unknown,16364,CARL INN | 1.0
unknown,16365,ASPEN VALLEY | 1.0
unknown,16366,SOUTH FORK | 1.0
unknown,16367,HALF DOME | 1.0
unknown,16368,ROCKY POINT | 1.0
unknown,16369,SOUTH FORK CANY | 1.0
unknown,16370,KETTLE DO | 1.0
unknown,16371,TOMBSTONE | 1.0
unknown,16372,HOTEL CR | 1.0
unknown,16373,  | 14.0
unknown,16374,SCHNEIDER | 14.0
unknown,16375,HAY | 9.0
unknown,16376,  | 14.0
unknown,16377,DEHESA | 14.0
unknown,16378,FOX | 14.0
unknown,16379,LAS FLORES SCHOOL | 14.0
unknown,16380,PAUBA | 14.0
unknown,16381,SANTA ROSA | 14.0
unknown,16382,WARRING CANYON | 14.0
unknown,16383,SUSANA KNOLLS | 14.0
unknown,16384,BEAR RIVER LUMBER CO | 14.0
unknown,16385,BUSH CREEK | 14.0
unknown,16386,CALAVERITAS | 14.0
unknown,16387,CAMP BEALE #2 | 14.0
unknown,16388,CATHAY VALLEY MT. | 14.0
unknown,16389,CHARLES REID | 14.0
unknown,16390,CUNNINGHAM & QUIGLEY | 14.0
unknown,16391,D.L. MACFARLANE #2 | 14.0
unknown,16392,DENIZ | 14.0
unknown,16393,DOG TOWN | 14.0
unknown,16394,DORN STATE PARK | 14.0
unknown,16395,DRESSLER | 14.0
unknown,16396,FULQUEENY GRASS | 14.0
unknown,16397,G. GREENFIELD | 14.0
unknown,16398,GABBERT | 14.0
unknown,16399,GRIST CREEK | 14.0
unknown,16400,GUTTINGER | 14.0
unknown,16401,H.C. KIMBALL | 14.0
unknown,16402,HEDGPETH | 14.0
unknown,16403,HIGHLAND SPRINGS GUN | 14.0
unknown,16404,CLIFF MEAGHER | 14.0
unknown,16405,COAST REDWOOD | 14.0
unknown,16406,COLEMAN FORBAY | 14.0
unknown,16407,COUNTY DUMP #2 | 14.0
unknown,16408,  | 1.0
unknown,16409,CARVE ACRE | 9.0
unknown,16410,  | 14.0
unknown,16411,  | 14.0
unknown,16412,  | 14.0
unknown,16413,  | 14.0
unknown,16414,  | 14.0
unknown,16415,SO. FORK | 14.0
unknown,16416,  | 14.0
unknown,16417,SAN MANUEL | 14.0
unknown,16418,  | 14.0
unknown,16419,  | 9.0
unknown,16420,  | 1.0
unknown,16421,  | 9.0
unknown,16422,  | 9.0
unknown,16423,DIGGER CREEK | 14.0
unknown,16424,  | 14.0
